epoch,aptitude,team_name,starter,pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
38,377,Team 1927,5,Arcanine,Bulbasaur,Greninja,Ponyta,Butterfree,Kangaskhan
38,377,Team 1928,5,Arcanine,Togedemaru,Greninja,Ponyta,Grovyle,Kangaskhan
38,374,Team 1929,5,Arcanine,Togedemaru,Greninja,Ponyta,Scrafty,Kangaskhan
38,366,Team 1930,5,Arcanine,Mienfoo,Greninja,Ponyta,Finneon,Kangaskhan
38,364,Team 1931,5,Arcanine,Lickilicky,Croagunk,Ponyta,Noivern,Kangaskhan
38,358,Team 1932,5,Flaaffy,Silvally,Greninja,Ponyta,Cryogonal,Kangaskhan
38,349,Team 1933,5,Arcanine,Dewpider,Nidoking,Ponyta,Noivern,Kangaskhan
38,349,Team 1934,5,Arcanine,Dewpider,Nidoking,Ponyta,Noivern,Kangaskhan
38,346,Team 1935,5,Arcanine,Togedemaru,Kingdra,Ponyta,Noivern,Kangaskhan
38,346,Team 1936,5,Arcanine,Togedemaru,Kingdra,Ponyta,Noivern,Kangaskhan
38,335,Team 1937,5,Arcanine,Bulbasaur,Croagunk,Simipour,Noivern,Kangaskhan
38,323,Team 1938,5,Arcanine,Dewpider,Kingdra,Ponyta,Noivern,Kangaskhan
38,292,Team 1939,5,Arcanine,Togedemaru,Froakie,Ponyta,Noivern,Kangaskhan
38,285,Team 1940,5,Arcanine,Silvally,Greninja,Ponyta,Ludicolo,Clefable
38,236,Team 1941,5,Arcanine,Silvally,Greninja,Ponyta,Swirlix,Clefable
38,222,Team 1942,5,Arcanine,Silvally,Greninja,Ponyta,Cryogonal,Clefable
38,203,Team 1943,5,Bayleef,Dewpider,Kingdra,Ponyta,Noivern,Kangaskhan
38,192,Team 1944,5,Arcanine,Silvally,Greninja,Parasect,Cryogonal,Clefable
38,192,Team 1945,5,Arcanine,Silvally,Greninja,Parasect,Cryogonal,Clefable
38,186,Team 1946,4,Arcanine,Togedemaru,Greninja,Ponyta,Noivern,Kangaskhan
38,111,Team 1947,5,Arcanine,Mismagius,Greninja,Ponyta,Cryogonal,Clefable
38,89,Team 1948,5,Cubchoo,Kabutops,Greninja,Torterra,Noivern,Kangaskhan
38,58,Team 1949,5,Cubchoo,Kabutops,Skiddo,Chimecho,Noivern,Kangaskhan
39,397,Team 1950,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
39,397,Team 1951,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
39,397,Team 1952,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
39,397,Team 1953,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
39,396,Team 1954,5,Arcanine,Silvally,Kingdra,Ponyta,Butterfree,Kangaskhan
39,394,Team 1955,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
39,394,Team 1956,5,Arcanine,Togedemaru,Greninja,Metagross,Milotic,Kangaskhan
39,394,Team 1957,5,Arcanine,Togedemaru,Greninja,Metagross,Noivern,Kangaskhan
39,394,Team 1958,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
39,394,Team 1959,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
39,394,Team 1960,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
39,394,Team 1961,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
39,394,Team 1962,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
39,392,Team 1963,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
39,392,Team 1964,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
39,392,Team 1965,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
39,391,Team 1966,5,Arcanine,Silvally,Greninja,Parasect,Cryogonal,Kangaskhan
39,390,Team 1967,5,Arcanine,Silvally,Croagunk,Ponyta,Noivern,Kangaskhan
39,389,Team 1968,5,Arcanine,Togedemaru,Greninja,Ponyta,Noivern,Kangaskhan
39,389,Team 1969,5,Arcanine,Togedemaru,Greninja,Ponyta,Noivern,Kangaskhan
39,388,Team 1970,5,Arcanine,Bulbasaur,Greninja,Parasect,Noivern,Kangaskhan
39,383,Team 1971,5,Arcanine,Dewpider,Greninja,Ponyta,Noivern,Kangaskhan
39,383,Team 1972,5,Arcanine,Mienfoo,Greninja,Ponyta,Noivern,Kangaskhan
39,383,Team 1973,5,Arcanine,Bulbasaur,Greninja,Ponyta,Noivern,Kangaskhan
39,380,Team 1974,5,Arcanine,Bulbasaur,Greninja,Ponyta,Lombre,Kangaskhan
39,380,Team 1975,5,Arcanine,Bulbasaur,Greninja,Ponyta,Lombre,Kangaskhan
39,379,Team 1976,5,Arcanine,Mienfoo,Greninja,Parasect,Cryogonal,Kangaskhan
39,379,Team 1977,5,Arcanine,Mienfoo,Greninja,Parasect,Cryogonal,Kangaskhan
39,377,Team 1978,5,Arcanine,Mismagius,Greninja,Ponyta,Cryogonal,Kangaskhan
39,376,Team 1979,5,Arcanine,Bulbasaur,Greninja,Ponyta,Butterfree,Kangaskhan
39,376,Team 1980,5,Arcanine,Togedemaru,Greninja,Ponyta,Grovyle,Kangaskhan
39,376,Team 1981,5,Arcanine,Bulbasaur,Greninja,Ponyta,Butterfree,Kangaskhan
39,376,Team 1982,5,Arcanine,Togedemaru,Greninja,Ponyta,Lombre,Kangaskhan
39,375,Team 1983,5,Arcanine,Bulbasaur,Kingdra,Ponyta,Noivern,Kangaskhan
39,371,Team 1984,5,Arcanine,Mienfoo,Greninja,Ponyta,Finneon,Kangaskhan
39,368,Team 1985,5,Arcanine,Lickilicky,Kingdra,Ponyta,Noivern,Kangaskhan
39,363,Team 1986,5,Arcanine,Lickilicky,Croagunk,Ponyta,Noivern,Kangaskhan
39,354,Team 1987,5,Flaaffy,Silvally,Greninja,Ponyta,Cryogonal,Kangaskhan
39,349,Team 1988,5,Arcanine,Dewpider,Nidoking,Ponyta,Noivern,Kangaskhan
39,228,Team 1989,5,Burmy,Silvally,Greninja,Ponyta,Cryogonal,Clefable
39,220,Team 1990,5,Flaaffy,Silvally,Greninja,Ponyta,Cryogonal,Clefable
39,203,Team 1991,5,Arcanine,Silvally,Greninja,Parasect,Noivern,Clefable
39,164,Team 1992,5,Araquanid,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
39,142,Team 1993,5,Kricketune,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
39,113,Team 1994,5,Arcanine,Mismagius,Greninja,Ponyta,Cryogonal,Clefable
39,113,Team 1995,5,Arcanine,Mismagius,Greninja,Ponyta,Cryogonal,Clefable
39,113,Team 1996,5,Arcanine,Mismagius,Greninja,Ponyta,Cryogonal,Clefable
39,102,Team 1997,5,Arcanine,Lickilicky,Croagunk,Parasect,Cryogonal,Clefable
39,62,Team 1998,5,Bayleef,Dewpider,Kingdra,Ponyta,Noivern,Blissey
39,19,Team 1999,4,Furfrou,Bulbasaur,Croagunk,Simipour,Butterfree,Kangaskhan
40,399,Team 2000,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
40,398,Team 2001,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
40,391,Team 2002,5,Arcanine,Togedemaru,Greninja,Metagross,Noivern,Kangaskhan
40,391,Team 2003,5,Arcanine,Togedemaru,Greninja,Metagross,Noivern,Kangaskhan
40,391,Team 2004,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
40,391,Team 2005,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
40,391,Team 2006,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
40,391,Team 2007,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
40,391,Team 2008,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
40,391,Team 2009,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
40,391,Team 2010,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
40,391,Team 2011,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
40,387,Team 2012,5,Flaaffy,Silvally,Greninja,Krokorok,Noivern,Kangaskhan
40,385,Team 2013,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
40,385,Team 2014,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
40,385,Team 2015,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
40,385,Team 2016,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
40,385,Team 2017,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
40,385,Team 2018,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
40,385,Team 2019,5,Arcanine,Kabutops,Greninja,Froslass,Noivern,Kangaskhan
40,383,Team 2020,5,Arcanine,Bulbasaur,Greninja,Sceptile,Lombre,Kangaskhan
40,381,Team 2021,5,Arcanine,Bulbasaur,Greninja,Ponyta,Lombre,Kangaskhan
40,380,Team 2022,5,Arcanine,Togedemaru,Greninja,Ponyta,Noivern,Kangaskhan
40,380,Team 2023,5,Arcanine,Togedemaru,Greninja,Ponyta,Noivern,Kangaskhan
40,380,Team 2024,5,Arcanine,Mismagius,Greninja,Ponyta,Noivern,Kangaskhan
40,379,Team 2025,5,Arcanine,Scatterbug,Greninja,Parasect,Noivern,Kangaskhan
40,378,Team 2026,5,Arcanine,Dewpider,Greninja,Ponyta,Noivern,Kangaskhan
40,378,Team 2027,5,Arcanine,Mienfoo,Greninja,Ponyta,Noivern,Kangaskhan
40,378,Team 2028,5,Arcanine,Dewpider,Greninja,Ponyta,Noivern,Kangaskhan
40,378,Team 2029,5,Arcanine,Bulbasaur,Greninja,Ponyta,Noivern,Kangaskhan
40,376,Team 2030,5,Arcanine,Mismagius,Greninja,Ponyta,Cryogonal,Kangaskhan
40,376,Team 2031,5,Arcanine,Mismagius,Greninja,Ponyta,Cryogonal,Kangaskhan
40,375,Team 2032,5,Arcanine,Togedemaru,Greninja,Ponyta,Lombre,Kangaskhan
40,375,Team 2033,5,Arcanine,Togedemaru,Greninja,Ponyta,Grovyle,Kangaskhan
40,374,Team 2034,5,Arcanine,Mienfoo,Greninja,Parasect,Cryogonal,Kangaskhan
40,374,Team 2035,5,Arcanine,Mienfoo,Greninja,Ponyta,Cryogonal,Kangaskhan
40,367,Team 2036,5,Arcanine,Lickilicky,Kingdra,Ponyta,Noivern,Kangaskhan
40,359,Team 2037,5,Arcanine,Lickilicky,Croagunk,Ponyta,Cryogonal,Kangaskhan
40,348,Team 2038,5,Arcanine,Mienfoo,Kingdra,Ponyta,Cryogonal,Kangaskhan
40,348,Team 2039,5,Arcanine,Mienfoo,Kingdra,Ponyta,Cryogonal,Kangaskhan
40,283,Team 2040,5,Arcanine,Bulbasaur,Croagunk,Ponyta,Noivern,Kangaskhan
40,283,Team 2041,5,Arcanine,Bulbasaur,Croagunk,Ponyta,Noivern,Kangaskhan
40,244,Team 2042,5,Wailmer,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
40,218,Team 2043,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Shiftry
40,201,Team 2044,5,Burmy,Silvally,Greninja,Ponyta,Cryogonal,Clefable
40,164,Team 2045,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Druddigon
40,112,Team 2046,5,Arcanine,Mienfoo,Greninja,Ponyta,Carbink,Dustox
40,100,Team 2047,5,Arcanine,Mismagius,Kingdra,Ponyta,Cryogonal,Clefable
40,30,Team 2048,5,Arcanine,Mismagius,Croagunk,Ponyta,Cryogonal,Clefable
40,12,Team 2049,5,Flaaffy,Silvally,Kricketot,Ponyta,Cryogonal,Clefable
41,398,Team 2050,5,Arcanine,Silvally,Greninja,Ponyta,Lombre,Kangaskhan
41,398,Team 2051,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
41,398,Team 2052,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
41,398,Team 2053,5,Arcanine,Silvally,Greninja,Ponyta,Cryogonal,Kangaskhan
41,398,Team 2054,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
41,398,Team 2055,5,Arcanine,Kabutops,Greninja,Metagross,Noivern,Kangaskhan
41,391,Team 2056,5,Arcanine,Togedemaru,Greninja,Metagross,Grovyle,Kangaskhan
41,388,Team 2057,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
41,388,Team 2058,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
41,388,Team 2059,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
41,388,Team 2060,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
41,388,Team 2061,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
41,388,Team 2062,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
41,388,Team 2063,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
41,388,Team 2064,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
41,388,Team 2065,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
41,388,Team 2066,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
41,387,Team 2067,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
41,387,Team 2068,5,Arcanine,Togedemaru,Greninja,Metagross,Noivern,Kangaskhan
41,387,Team 2069,5,Arcanine,Lickilicky,Greninja,Ponyta,Noivern,Kangaskhan
41,387,Team 2070,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
41,387,Team 2071,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
41,387,Team 2072,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
41,387,Team 2073,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
41,386,Team 2074,5,Arcanine,Togedemaru,Greninja,Ponyta,Noivern,Kangaskhan
41,385,Team 2075,5,Arcanine,Mienfoo,Greninja,Ponyta,Noivern,Kangaskhan
41,385,Team 2076,5,Arcanine,Dewpider,Greninja,Ponyta,Noivern,Kangaskhan
41,385,Team 2077,5,Arcanine,Mismagius,Greninja,Ponyta,Noivern,Kangaskhan
41,385,Team 2078,5,Arcanine,Scatterbug,Greninja,Ponyta,Noivern,Kangaskhan
41,385,Team 2079,5,Arcanine,Scatterbug,Greninja,Ponyta,Noivern,Kangaskhan
41,384,Team 2080,5,Arcanine,Scatterbug,Greninja,Parasect,Noivern,Kangaskhan
41,384,Team 2081,5,Arcanine,Bulbasaur,Greninja,Ponyta,Lombre,Kangaskhan
41,383,Team 2082,5,Arcanine,Mismagius,Greninja,Ponyta,Minior,Kangaskhan
41,381,Team 2083,5,Arcanine,Kabutops,Greninja,Ponyta,Grovyle,Kangaskhan
41,380,Team 2084,5,Arcanine,Mienfoo,Greninja,Ponyta,Cryogonal,Kangaskhan
41,380,Team 2085,5,Arcanine,Mienfoo,Greninja,Parasect,Cryogonal,Kangaskhan
41,380,Team 2086,5,Arcanine,Mienfoo,Greninja,Parasect,Cryogonal,Kangaskhan
41,378,Team 2087,5,Arcanine,Togedemaru,Greninja,Ponyta,Braviary,Kangaskhan
41,375,Team 2088,5,Flaaffy,Silvally,Greninja,Krokorok,Noivern,Kangaskhan
41,375,Team 2089,5,Arcanine,Lickilicky,Woobat,Ponyta,Noivern,Kangaskhan
41,374,Team 2090,5,Arcanine,Bulbasaur,Greninja,Ponyta,Mankey,Kangaskhan
41,369,Team 2091,5,Arcanine,Lickilicky,Croagunk,Ponyta,Cryogonal,Kangaskhan
41,368,Team 2092,5,Arcanine,Lickilicky,Kingdra,Ponyta,Noivern,Kangaskhan
41,368,Team 2093,5,Arcanine,Lickilicky,Kingdra,Ponyta,Noivern,Kangaskhan
41,368,Team 2094,5,Arcanine,Lickilicky,Kingdra,Ponyta,Noivern,Kangaskhan
41,368,Team 2095,5,Arcanine,Lickilicky,Kingdra,Ponyta,Noivern,Kangaskhan
41,363,Team 2096,5,Arcanine,Scatterbug,Kingdra,Ponyta,Cryogonal,Kangaskhan
41,362,Team 2097,5,Arcanine,Mienfoo,Kingdra,Ponyta,Cryogonal,Kangaskhan
41,362,Team 2098,5,Kommo-o,Mienfoo,Kingdra,Ponyta,Cryogonal,Kangaskhan
41,301,Team 2099,5,Arcanine,Mienfoo,Igglybuff,Parasect,Cryogonal,Kangaskhan
42,399,Team 2100,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
42,399,Team 2101,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
42,398,Team 2102,5,Arcanine,Silvally,Kingdra,Shinx,Noivern,Kangaskhan
42,398,Team 2103,5,Arcanine,Silvally,Greninja,Ponyta,Lombre,Kangaskhan
42,398,Team 2104,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
42,398,Team 2105,5,Arcanine,Silvally,Greninja,Ponyta,Cryogonal,Kangaskhan
42,398,Team 2106,5,Arcanine,Silvally,Greninja,Ponyta,Lombre,Kangaskhan
42,398,Team 2107,5,Arcanine,Silvally,Greninja,Ponyta,Lombre,Kangaskhan
42,384,Team 2108,5,Arcanine,Togedemaru,Greninja,Metagross,Noivern,Kangaskhan
42,384,Team 2109,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
42,384,Team 2110,5,Arcanine,Scatterbug,Greninja,Metagross,Noivern,Kangaskhan
42,384,Team 2111,5,Arcanine,Scatterbug,Greninja,Metagross,Noivern,Kangaskhan
42,384,Team 2112,5,Arcanine,Lickilicky,Greninja,Metagross,Noivern,Kangaskhan
42,384,Team 2113,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
42,383,Team 2114,5,Arcanine,Silvally,Greninja,Krokorok,Noivern,Kangaskhan
42,383,Team 2115,5,Arcanine,Lickilicky,Greninja,Ponyta,Noivern,Kangaskhan
42,383,Team 2116,5,Arcanine,Lickilicky,Greninja,Ponyta,Noivern,Kangaskhan
42,382,Team 2117,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
42,382,Team 2118,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
42,382,Team 2119,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
42,382,Team 2120,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
42,382,Team 2121,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
42,382,Team 2122,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
42,382,Team 2123,5,Arcanine,Togedemaru,Greninja,Ponyta,Braviary,Kangaskhan
42,382,Team 2124,5,Arcanine,Togedemaru,Greninja,Ponyta,Braviary,Kangaskhan
42,382,Team 2125,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
42,377,Team 2126,5,Flaaffy,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
42,377,Team 2127,5,Arcanine,Dewpider,Greninja,Ponyta,Noivern,Kangaskhan
42,377,Team 2128,5,Arcanine,Dewpider,Greninja,Ponyta,Noivern,Kangaskhan
42,375,Team 2129,5,Arcanine,Kabutops,Greninja,Ponyta,Cryogonal,Kangaskhan
42,375,Team 2130,5,Arcanine,Kabutops,Greninja,Ponyta,Cryogonal,Kangaskhan
42,374,Team 2131,5,Arcanine,Scatterbug,Greninja,Ponyta,Cryogonal,Kangaskhan
42,373,Team 2132,5,Arcanine,Bulbasaur,Greninja,Ponyta,Machoke,Kangaskhan
42,373,Team 2133,5,Arcanine,Lickilicky,Woobat,Cradily,Noivern,Kangaskhan
42,362,Team 2134,5,Arcanine,Lickilicky,Kingdra,Ponyta,Noivern,Kangaskhan
42,362,Team 2135,5,Arcanine,Lickilicky,Kingdra,Ponyta,Noivern,Kangaskhan
42,362,Team 2136,5,Arcanine,Lickilicky,Kingdra,Ponyta,Noivern,Kangaskhan
42,362,Team 2137,5,Arcanine,Lickilicky,Kingdra,Ponyta,Noivern,Kangaskhan
42,313,Team 2138,5,Arcanine,Scatterbug,Kingdra,Ponyta,Noivern,Kangaskhan
42,279,Team 2139,5,Arcanine,Mienfoo,Igglybuff,Parasect,Cryogonal,Kangaskhan
42,248,Team 2140,5,Arcanine,Mienfoo,Igglybuff,Parasect,Noivern,Kangaskhan
42,167,Team 2141,5,Altaria,Mienfoo,Kingdra,Ponyta,Noivern,Kangaskhan
42,159,Team 2142,5,Kommo-o,Mienfoo,Greninja,Ponyta,Cryogonal,Kangaskhan
42,155,Team 2143,5,Banette,Mienfoo,Greninja,Ponyta,Noivern,Kangaskhan
42,143,Team 2144,5,Kommo-o,Mienfoo,Kingdra,Ponyta,Cryogonal,Kangaskhan
42,143,Team 2145,3,Arcanine,Kabutops,Inkay,Ponyta,Noivern,Kangaskhan
42,122,Team 2146,1,Nuzleaf,Mienfoo,Kingdra,Parasect,Noivern,Kangaskhan
42,117,Team 2147,5,Electrike,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
42,80,Team 2148,5,Fomantis,Mienfoo,Kingdra,Parasect,Noivern,Kangaskhan
42,26,Team 2149,5,Maractus,Mienfoo,Greninja,Ponyta,Lombre,Dedenne
43,400,Team 2150,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
43,400,Team 2151,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
43,400,Team 2152,5,Arcanine,Silvally,Greninja,Metagross,Lombre,Kangaskhan
43,400,Team 2153,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
43,400,Team 2154,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
43,397,Team 2155,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
43,397,Team 2156,5,Arcanine,Silvally,Greninja,Ponyta,Lombre,Kangaskhan
43,397,Team 2157,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
43,397,Team 2158,5,Arcanine,Silvally,Greninja,Shinx,Cryogonal,Kangaskhan
43,396,Team 2159,5,Arcanine,Lickilicky,Greninja,Ponyta,Braviary,Kangaskhan
43,392,Team 2160,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
43,392,Team 2161,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
43,392,Team 2162,5,Arcanine,Scatterbug,Greninja,Metagross,Noivern,Kangaskhan
43,392,Team 2163,5,Arcanine,Lickilicky,Greninja,Metagross,Noivern,Kangaskhan
43,392,Team 2164,5,Arcanine,Lickilicky,Greninja,Metagross,Noivern,Kangaskhan
43,392,Team 2165,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
43,391,Team 2166,5,Arcanine,Scatterbug,Kingdra,Metagross,Noivern,Kangaskhan
43,391,Team 2167,5,Arcanine,Silvally,Greninja,Krokorok,Noivern,Kangaskhan
43,391,Team 2168,5,Arcanine,Silvally,Greninja,Krokorok,Noivern,Kangaskhan
43,391,Team 2169,5,Arcanine,Silvally,Greninja,Krokorok,Noivern,Kangaskhan
43,391,Team 2170,5,Arcanine,Silvally,Greninja,Shinx,Noivern,Kangaskhan
43,388,Team 2171,5,Arcanine,Lickilicky,Greninja,Ponyta,Noivern,Kangaskhan
43,385,Team 2172,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
43,385,Team 2173,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
43,385,Team 2174,5,Arcanine,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
43,384,Team 2175,5,Arcanine,Togedemaru,Greninja,Ponyta,Braviary,Kangaskhan
43,384,Team 2176,5,Arcanine,Togedemaru,Greninja,Ponyta,Braviary,Kangaskhan
43,382,Team 2177,5,Arcanine,Florges,Greninja,Ponyta,Noivern,Kangaskhan
43,381,Team 2178,5,Arcanine,Dewpider,Greninja,Parasect,Noivern,Kangaskhan
43,381,Team 2179,5,Arcanine,Kabutops,Greninja,Ponyta,Cryogonal,Kangaskhan
43,381,Team 2180,5,Arcanine,Mienfoo,Poliwhirl,Parasect,Magneton,Kangaskhan
43,381,Team 2181,5,Arcanine,Trubbish,Greninja,Ponyta,Noivern,Kangaskhan
43,380,Team 2182,5,Arcanine,Mienfoo,Greninja,Ponyta,Noivern,Kangaskhan
43,380,Team 2183,5,Arcanine,Mienfoo,Greninja,Ponyta,Noivern,Kangaskhan
43,380,Team 2184,5,Arcanine,Dewpider,Greninja,Ponyta,Noivern,Kangaskhan
43,380,Team 2185,5,Arcanine,Dewpider,Greninja,Ponyta,Noivern,Kangaskhan
43,380,Team 2186,5,Arcanine,Dewpider,Greninja,Ponyta,Noivern,Kangaskhan
43,375,Team 2187,5,Arcanine,Togedemaru,Greninja,Ponyta,Lombre,Kangaskhan
43,367,Team 2188,5,Arcanine,Kabutops,Greninja,Ponyta,Cryogonal,Doublade
43,336,Team 2189,5,Arcanine,Togedemaru,Shinx,Ponyta,Braviary,Kangaskhan
43,305,Team 2190,5,Arcanine,Scatterbug,Kingdra,Ponyta,Noivern,Kangaskhan
43,295,Team 2191,5,Arcanine,Mienfoo,Igglybuff,Parasect,Cryogonal,Kangaskhan
43,246,Team 2192,5,Arcanine,Mienfoo,Woobat,Parasect,Noivern,Kangaskhan
43,234,Team 2193,5,Arcanine,Dewpider,Igglybuff,Parasect,Noivern,Kangaskhan
43,230,Team 2194,2,Arcanine,Lickilicky,Greninja,Ponyta,Noivern,Kangaskhan
43,190,Team 2195,5,Kommo-o,Jolteon,Greninja,Ponyta,Noivern,Kangaskhan
43,159,Team 2196,5,Kommo-o,Mienfoo,Greninja,Ponyta,Cryogonal,Kangaskhan
43,151,Team 2197,1,Arcanine,Lickilicky,Woobat,Parasect,Noivern,Torracat
43,130,Team 2198,5,Flaaffy,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
43,130,Team 2199,5,Flaaffy,Kabutops,Greninja,Ponyta,Noivern,Kangaskhan
44,400,Team 2200,5,Arcanine,Silvally,Greninja,Krokorok,Braviary,Kangaskhan
44,400,Team 2201,5,Arcanine,Kabutops,Greninja,Metagross,Noivern,Kangaskhan
44,400,Team 2202,5,Arcanine,Silvally,Greninja,Metagross,Noivern,Kangaskhan
44,399,Team 2203,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
44,399,Team 2204,5,Arcanine,Silvally,Greninja,Ponyta,Cinccino,Kangaskhan
44,399,Team 2205,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
44,399,Team 2206,5,Arcanine,Silvally,Kingdra,Ponyta,Noivern,Kangaskhan
44,395,Team 2207,5,Arcanine,Scatterbug,Exeggcute,Metagross,Noivern,Kangaskhan
44,393,Team 2208,5,Arcanine,Lickilicky,Greninja,Ponyta,Braviary,Kangaskhan
44,392,Team 2209,5,Arcanine,Lickilicky,Greninja,Krokorok,Braviary,Kangaskhan
44,390,Team 2210,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
44,390,Team 2211,5,Arcanine,Lickilicky,Greninja,Metagross,Noivern,Kangaskhan
44,390,Team 2212,5,Arcanine,Togedemaru,Greninja,Metagross,Noivern,Kangaskhan
44,390,Team 2213,5,Arcanine,Silvally,Greninja,Ponyta,Noivern,Kangaskhan
44,390,Team 2214,5,Arcanine,Mienfoo,Greninja,Metagross,Noivern,Kangaskhan
